Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Eff_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/343/845/GCA_003343845.1_genomic.fna.gz	0.2560	0.2374	97.64	4.006	NA-NA	HIGH	NA-NA	4	4.006	4109/8629	97.64	51	QAKK01000012.1 Oscillospiraceae bacterium isolate CIM:MAG 1170_1 contig_10243, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/001/916/775/GCA_001916775.1_genomic.fna.gz	0.2541	0.1524	96.91	3.976	NA-NA	HIGH	NA-NA	4	3.976	2128/5637	96.91	176	MNTB01000024.1 Firmicutes bacterium CAG:321_26_22 Ley3_66761_scaffold_10242, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/543/445/GCA_900543445.1_genomic.fna.gz	0.2515	0.2754	97.69	3.934	NA-NA	HIGH	NA-NA	4	3.934	5010/10354	97.69	166	UQRC01000001.1 uncultured Lachnobacterium sp. isolate UMGS570 genome assembly, contig: NODE_42_length_131191_cov_4.676367, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/004/557/565/GCA_004557565.1_genomic.fna.gz	0.2464	0.3162	97.07	3.855	NA-NA	HIGH	NA-NA	4	3.855	4746/11916	97.07	71	SFGS01000042.1 Bacteroidales bacterium isolate W0P7.010 Contig1016, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/156/655/GCF_000156655.1_genomic.fna.gz	0.2458	0.2811	96.71	3.846	NA-NA	HIGH	NA-NA	3	3.846	3675/10381	96.71	1555	NZ_DS996879.1 Holdemanella biformis DSM 3989 Scfld141, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/014/297/285/GCF_014297285.1_genomic.fna.gz	0.2432	0.4055	96.23	3.806	NA-NA	HIGH	NA-NA	3	3.806	4674/15406	96.23	1890	NZ_JACOQI010000001.1 Dysosmobacter sp. BX15 BX-15_ctg0001, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/545/005/GCA_900545005.1_genomic.fna.gz	0.2392	0.1331	97.83	3.743	NA-NA	HIGH	NA-NA	3	3.743	2652/5241	97.83	31	UQXO01000001.1 uncultured Tenericutes bacterium isolate UMGS735 genome assembly, contig: NODE_95_length_137961_cov_16.848931, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/548/195/GCA_900548195.1_genomic.fna.gz	0.2307	0.2830	98.66	3.609	NA-NA	HIGH	NA-NA	3	3.609	7688/11684	98.66	13	URJQ01000001.1 uncultured Prevotella sp. isolate UMGS1063 genome assembly, contig: NODE_13_length_78087_cov_6.362364, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/431/835/GCA_000431835.1_genomic.fna.gz	0.2149	0.2200	98.54	3.363	NA-NA	HIGH	NA-NA	3	3.363	6140/9700	98.54	4	HF987897.1 Succinatimonas sp. CAG:777 genomic scaffold, scf1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/556/095/GCA_900556095.1_genomic.fna.gz	0.2114	0.1588	97.60	3.307	NA-NA	HIGH	NA-NA	3	3.307	3404/7238	97.60	16	USNU01000001.1 uncultured Bacteroidales bacterium isolate UMGS1902 genome assembly, contig: NODE_1168_length_17911_cov_2.274194, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/447/235/GCA_003447235.1_genomic.fna.gz	0.2105	0.2239	98.01	3.294	NA-NA	HIGH	NA-NA	3	3.294	5362/10014	98.01	96	DLZV01000043.1 TPA_asm: Prevotella sp. isolate UBA10664 contig_100, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/752/905/GCA_900752905.1_genomic.fna.gz	0.2105	0.1123	98.64	3.293	NA-NA	HIGH	NA-NA	3	3.293	3313/5061	98.64	42	CAADWX010000001.1 TPA_asm: Bacilli bacterium, isolate HGM10857, WGS project CAADWX010000000 data, contig: ERS396318_49_k85_7043, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/004/552/305/GCA_004552305.1_genomic.fna.gz	0.2095	0.1869	96.77	3.277	NA-NA	HIGH	NA-NA	6	3.277	3013/8341	96.77	1718	SFOX01000029.1 MAG: Subdoligranulum variabile isolate W3P21.016 Contig1019, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/481/745/GCA_003481745.1_genomic.fna.gz	0.1986	0.3033	97.45	3.108	NA-NA	HIGH	NA-NA	3	3.108	6419/14294	97.45	1122	QULP01000001.1 Firmicutes bacterium OM04-13BH OM04-13BH.Scaf1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/556/395/GCA_900556395.1_genomic.fna.gz	0.1968	0.2172	98.11	3.078	NA-NA	HIGH	NA-NA	3	3.078	5752/10392	98.11	306	USOQ01000001.1 uncultured Prevotella sp. isolate UMGS1929 genome assembly, contig: NODE_90_length_68399_cov_17.267002, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/431/335/GCA_000431335.1_genomic.fna.gz	0.1966	0.1277	98.58	3.076	NA-NA	HIGH	NA-NA	3	3.076	3825/5958	98.58	133	FR888013.1 Clostridium sp. CAG:343 genomic scaffold, scf4, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/769/695/GCA_900769695.1_genomic.fna.gz	0.1957	0.1204	97.34	3.061	NA-NA	HIGH	NA-NA	3	3.061	2555/5884	97.34	298	CAAGHO010000001.1 TPA_asm: Bacilli bacterium, isolate HGM10839, WGS project CAAGHO010000000 data, contig: SRS476276_12_k119_1245, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/203/195/GCA_905203195.1_genomic.fna.gz	0.1950	0.1025	96.77	3.051	NA-NA	HIGH	NA-NA	3	3.051	1806/4998	96.77	395	CAJKVD010000001.1 TPA_asm: uncultured Clostridium sp. isolate ERR260164-bin.7 genome assembly, contig: NODE_1498_length_14596_cov_3.016986, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/335/GCA_000435335.1_genomic.fna.gz	0.1921	0.1841	98.28	3.005	NA-NA	HIGH	NA-NA	3	3.005	5351/9165	98.28	59	FR891296.1 Clostridium sp. CAG:964 genomic scaffold, scf24, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/167/025/GCF_900167025.1_genomic.fna.gz	0.1887	0.2161	97.46	2.953	NA-NA	HIGH	NA-NA	3	2.953	4921/10942	97.46	204	NZ_FUXC01000031.1 Treponema berlinense strain ATCC BAA-909, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/432/655/GCA_000432655.1_genomic.fna.gz	0.1876	0.1503	97.81	2.935	NA-NA	HIGH	NA-NA	3	2.935	3865/7683	97.81	37	HF986264.1 Bacteroides sp. CAG:1060 genomic scaffold, scf4, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/553/305/GCA_900553305.1_genomic.fna.gz	0.1865	0.2082	99.28	2.917	NA-NA	HIGH	NA-NA	3	2.917	8483/10614	99.28	21	USDI01000001.1 uncultured Lachnospiraceae bacterium isolate UMGS1605 genome assembly, contig: NODE_18_length_43707_cov_5.01766, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/431/495/GCA_000431495.1_genomic.fna.gz	0.1856	0.2053	97.22	2.904	NA-NA	HIGH	NA-NA	3	2.904	4423/10609	97.22	53	HF986506.1 Firmicutes bacterium CAG:791 genomic scaffold, scf10, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/016/525/GCF_000016525.1_genomic.fna.gz	0.1826	0.1537	98.28	2.856	NA-NA	HIGH	NA-NA	3	2.856	4578/7834	98.28	1	NC_009515.1 Methanobrevibacter smithii ATCC 35061, complete sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/008/016/455/GCF_008016455.1_genomic.fna.gz	0.1817	0.2067	98.12	2.843	NA-NA	HIGH	NA-NA	3	2.843	5848/10535	98.12	20	NZ_SAXU01000001.1 Brachyspira aalborgi strain 513A 513A_contig1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/546/275/GCA_900546275.1_genomic.fna.gz	0.1811	0.0949	97.53	2.834	NA-NA	HIGH	NA-NA	3	2.834	2236/4862	97.53	76	URCH01000001.1 uncultured Tenericutes bacterium isolate UMGS872 genome assembly, contig: NODE_1_length_199917_cov_5.73895, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/541/925/GCA_900541925.1_genomic.fna.gz	0.1809	0.1860	97.83	2.830	NA-NA	HIGH	NA-NA	3	2.830	4956/9785	97.83	23	UQMB01000001.1 uncultured Bacteroidales bacterium isolate UMGS409 genome assembly, contig: NODE_13_length_253188_cov_36.460568, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/770/385/GCA_900770385.1_genomic.fna.gz	0.1451	0.0806	98.55	2.270	98.46-98.67	2.270	2.06-2.45	2	2.728	3057/5301	98.24	98	CAAGKK010000001.1 TPA_asm: Clostridia bacterium, isolate HGM13634, WGS project CAAGKK010000000 data, contig: SRS476302_106_k119_7284, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/431/515/GCA_000431515.1_genomic.fna.gz	0.1314	0.1470	98.87	2.056	98.81-98.95	2.056	1.93-2.16	2	2.431	6554/10586	98.47	18	HF991279.1 Clostridium sp. CAG:632 genomic scaffold, scf2, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/771/955/GCA_900771955.1_genomic.fna.gz	0.1275	0.2071	98.61	1.995	98.58-98.68	1.995	1.88-2.00	2	2.565	8903/15650	98.20	196	CAAGPW010000001.1 TPA_asm: Lachnospiraceae bacterium, isolate HGM12119, WGS project CAAGPW010000000 data, contig: SRS820611_2_k75_244, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/552/775/GCA_900552775.1_genomic.fna.gz	0.1274	0.1052	99.05	1.992	98.88-99.13	1.992	1.86-2.39	2	2.712	4992/7698	98.61	22	USAP01000001.1 uncultured Clostridiales bacterium isolate UMGS1540 genome assembly, contig: NODE_43_length_76005_cov_6.150445, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/544/615/GCA_900544615.1_genomic.fna.gz	0.1257	0.1241	98.86	1.966	98.69-98.94	1.966	1.85-2.37	2	2.875	5796/9511	98.42	487	UQVS01000001.1 uncultured Oscillibacter sp. isolate UMGS683 genome assembly, contig: NODE_28_length_163767_cov_7.432119, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/548/745/GCA_900548745.1_genomic.fna.gz	0.1238	0.1673	96.94	1.936	96.86-97.03	1.936	1.81-2.03	2	2.418	4258/12895	96.49	437	URLQ01000001.1 uncultured Prevotella sp. isolate UMGS1118 genome assembly, contig: NODE_88_length_70488_cov_3.42802, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/539/325/GCA_900539325.1_genomic.fna.gz	0.1207	0.1024	97.82	1.889	97.74-97.92	1.889	1.78-1.98	2	2.301	3536/8183	97.33	51	UQCC01000001.1 uncultured Eubacterium sp. isolate UMGS127 genome assembly, contig: NODE_1_length_390877_cov_10.383292, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/434/055/GCA_000434055.1_genomic.fna.gz	0.1206	0.1209	98.65	1.887	98.58-98.73	1.887	1.76-1.99	2	2.294	5338/9519	98.15	30	HF999600.1 Ruminococcus sp. CAG:488 genomic scaffold, scf1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/014/288/065/GCF_014288065.1_genomic.fna.gz	0.1201	0.1328	98.29	1.878	98.21-98.37	1.878	1.76-1.98	2	2.546	5314/10512	97.82	459	NZ_JACOPS010000001.1 Ruminococcus sp. NSJ-71 M23_ctg001, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/546/745/GCA_900546745.1_genomic.fna.gz	0.1185	0.0705	97.70	1.854	97.58-97.82	1.854	1.68-1.98	2	2.296	2339/5620	97.21	79	URDT01000001.1 uncultured Tenericutes bacterium isolate UMGS900 genome assembly, contig: NODE_191_length_86121_cov_4.679908, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/547/995/GCA_900547995.1_genomic.fna.gz	0.1181	0.0819	97.74	1.848	97.62-97.85	1.848	1.71-1.97	2	2.365	2811/6655	97.26	60	URIY01000001.1 uncultured Tenericutes bacterium isolate UMGS1045 genome assembly, contig: NODE_250_length_68291_cov_16.023624, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/002/251/385/GCF_002251385.1_genomic.fna.gz	0.1165	0.1542	97.77	1.822	97.69-97.85	1.822	1.74-1.91	2	2.245	5276/12496	97.26	201	NZ_NPJJ01000001.1 Prevotella sp. P5-108 contig1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/902/363/825/GCA_902363825.1_genomic.fna.gz	0.1159	0.1560	98.67	1.814	98.61-98.76	1.814	1.71-1.89	2	2.733	7114/12699	98.15	755	CABJBK010000001.1 Lachnospiraceae bacterium isolate MGYG-HGUT-00153 genome assembly, contig: ERS138191.8080_1_93.1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/002/349/525/GCA_002349525.1_genomic.fna.gz	0.1148	0.1153	98.92	1.796	98.86-99.00	1.796	1.70-1.87	2	2.159	5677/9449	98.37	12	DEDL01000031.1 MAG TPA_asm: Lachnoclostridium sp. UBA2905 UBA2905_contig_1028, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/539/185/GCA_900539185.1_genomic.fna.gz	0.1127	0.1235	98.59	1.762	98.52-98.68	1.762	1.67-1.86	2	2.260	5652/10460	98.03	154	UQBG01000001.1 uncultured Clostridium sp. isolate UMGS101 genome assembly, contig: NODE_1_length_253198_cov_9.703436, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/556/695/GCA_900556695.1_genomic.fna.gz	0.1097	0.0610	98.17	1.716	98.03-98.30	1.716	1.57-1.89	2	2.582	2492/5304	97.59	180	USQA01000001.1 uncultured Clostridium sp. isolate UMGS1968 genome assembly, contig: NODE_380_length_54614_cov_3.771770, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/556/015/GCA_900556015.1_genomic.fna.gz	0.1092	0.0697	97.35	1.709	97.21-97.48	1.709	1.57-1.87	2	2.472	2138/5944	96.76	970	USNH01000001.1 uncultured Clostridiales bacterium isolate UMGS1893 genome assembly, contig: NODE_55_length_18973_cov_8.959615, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/002/265/625/GCF_002265625.1_genomic.fna.gz	0.1084	0.1832	97.56	1.696	97.49-97.64	1.696	1.62-1.77	2	2.495	6134/15846	96.98	725	NZ_NOVE01000100.1 Prevotella sp. 885 NODE_100_length_3761_cov_38.0603, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/546/445/GCA_900546445.1_genomic.fna.gz	0.1050	0.0784	97.13	1.642	97.00-97.26	1.642	1.50-1.81	2	2.072	2347/7102	96.49	47	URCV01000001.1 uncultured Bacteroidales bacterium isolate UMGS880 genome assembly, contig: NODE_14_length_75849_cov_11.076889, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/209/075/GCA_905209075.1_genomic.fna.gz	0.1024	0.1320	98.13	1.602	98.03-98.21	1.602	1.52-1.69	2	2.208	5489/12150	97.47	337	CAJLRL010000001.1 TPA_asm: uncultured Lachnospiraceae bacterium isolate ERR1600664-bin.18 genome assembly, contig: NODE_22_length_278128_cov_18.599238, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/540/595/GCA_900540595.1_genomic.fna.gz	0.1017	0.1232	97.35	1.591	97.25-97.46	1.591	1.49-1.70	2	2.526	4141/11763	96.69	1063	UQGL01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS262 genome assembly, contig: NODE_5_length_182050_cov_49.096118, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/556/145/GCA_900556145.1_genomic.fna.gz	0.1005	0.0760	99.91	1.572	99.79-100.00	1.572	1.46-1.69	2	2.929	5736/7258	99.24	0	USNT01000001.1 uncultured Clostridiales bacterium isolate UMGS1904 genome assembly, contig: NODE_180_length_18828_cov_3.5428, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/477/605/GCF_003477605.1_genomic.fna.gz	0.0999	0.1410	97.17	1.563	97.04-97.25	1.563	1.46-1.67	2	2.211	4419/13453	96.47	238	NZ_QUDR01000001.1 Clostridium sp. AF37-5 AF37-5.Scaf1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/544/625/GCA_900544625.1_genomic.fna.gz	0.0982	0.0505	95.87	1.536	95.60-96.06	1.536	1.37-1.77	2	2.455	1080/4907	95.23	170	UQVR01000001.1 uncultured Tenericutes bacterium isolate UMGS686 genome assembly, contig: NODE_35_length_112841_cov_22.355745, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/009/695/765/GCF_009695765.1_genomic.fna.gz	0.0977	0.1323	95.47	1.528	95.33-95.62	1.528	1.39-1.67	2	2.200	2427/12895	94.75	366	NZ_VUNI01000001.1 Roseburia porci strain MUC/MUC-530-WT-4D seq1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/332/875/GCF_000332875.2_genomic.fna.gz	0.0969	0.1220	97.24	1.516	97.13-97.36	1.516	1.41-1.62	2	2.278	4061/12238	96.50	359	NZ_KB290627.1 Anaerostipes hadrus DSM 3319 Scfld0, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/000/435/835/GCA_000435835.1_genomic.fna.gz	0.0968	0.1361	99.42	1.515	99.37-99.48	1.515	1.45-1.57	2	2.226	8931/13567	98.66	1	FR883346.1 Clostridium sp. CAG:221 genomic scaffold, scf2, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/003/464/165/GCF_003464165.1_genomic.fna.gz	0.0966	0.1146	95.98	1.511	95.83-96.14	1.511	1.38-1.64	2	2.556	2477/11224	95.24	2102	NZ_QSEK01000001.1 Eubacterium sp. AM49-13BH AM49-13BH.Scaf1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/556/915/GCA_900556915.1_genomic.fna.gz	0.0966	0.0806	96.00	1.511	95.78-96.14	1.511	1.38-1.66	2	2.500	1776/7924	95.29	2096	USQM01000001.1 uncultured Solobacterium sp. isolate UMGS1984 genome assembly, contig: NODE_1095_length_23037_cov_2.948046, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/014/846/485/GCA_014846485.1_genomic.fna.gz	0.0965	0.0688	99.05	1.510	98.94-99.17	1.510	1.39-1.62	2	2.532	2758/4654	98.33	16	RKBO01000094.1 MAG: Clostridiales bacterium isolate UBG148 contig1525185, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/012/545/GCF_000012545.1_genomic.fna.gz	0.0945	0.0758	99.43	1.478	99.35-99.51	1.478	1.40-1.54	2	1.893	4841/7419	98.63	0	NC_007681.1 Methanosphaera stadtmanae DSM 3091, complete sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/016/775/335/GCA_016775335.1_genomic.fna.gz	0.0938	0.0865	96.86	1.468	96.72-97.00	1.468	1.36-1.62	2	2.052	2551/8812	96.08	33	JAEUGJ010000001.1 MAG: Mogibacterium sp. isolate 18NH NODE_109_length_51497_cov_9.460402, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/539/695/GCA_900539695.1_genomic.fna.gz	0.0935	0.1041	98.70	1.463	98.61-98.80	1.463	1.37-1.54	2	2.957	5569/10584	97.95	134	UQDG01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS168 genome assembly, contig: NODE_15_length_207724_cov_18.846775, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/556/345/GCA_900556345.1_genomic.fna.gz	0.0934	0.0534	98.38	1.461	98.23-98.54	1.461	1.33-1.60	2	2.769	2559/5450	97.59	238	USOM01000001.1 uncultured Clostridium sp. isolate UMGS1925 genome assembly, contig: NODE_752_length_25916_cov_7.851127, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/541/355/GCA_900541355.1_genomic.fna.gz	0.0932	0.0653	97.87	1.458	97.74-97.97	1.458	1.37-1.57	2	1.900	2658/6695	97.06	2	UQJU01000001.1 uncultured Spirochaetes bacterium isolate UMGS352 genome assembly, contig: NODE_49_length_87547_cov_3.512413, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/551/355/GCA_900551355.1_genomic.fna.gz	0.0929	0.0662	98.83	1.453	98.71-98.95	1.453	1.35-1.55	2	2.764	3672/6731	98.06	1022	URVR01000001.1 uncultured Clostridiales bacterium isolate UMGS1392 genome assembly, contig: NODE_223_length_44313_cov_6.337205, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/194/705/GCA_905194705.1_genomic.fna.gz	0.0916	0.0858	97.50	1.433	97.39-97.60	1.433	1.33-1.56	2	2.724	3152/8948	96.69	156	CAJJTI010000001.1 TPA_asm: uncultured Solobacterium sp. isolate ERR1305878-bin.7 genome assembly, contig: NODE_16_length_168971_cov_8.919522, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/000/468/015/GCF_000468015.1_genomic.fna.gz	0.0914	0.1286	97.43	1.430	97.33-97.52	1.430	1.35-1.52	2	2.038	4482/13066	96.61	364	NZ_KI260285.1 Ruminococcus callidus ATCC 27760 Scaffold0, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/003/478/935/GCA_003478935.1_genomic.fna.gz	0.0907	0.1696	97.17	1.420	97.07-97.28	1.420	1.33-1.51	2	2.489	5520/17495	96.35	1001	QUFP01000001.1 Firmicutes bacterium AF25-13AC AF25-13AC.Scaf1, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/547/405/GCA_900547405.1_genomic.fna.gz	0.0884	0.1015	98.10	1.383	98.00-98.19	1.383	1.31-1.48	2	2.211	4603/10974	97.24	219	URGL01000001.1 uncultured Clostridiales bacterium isolate UMGS977 genome assembly, contig: NODE_38_length_140845_cov_5.118560, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/557/165/GCA_900557165.1_genomic.fna.gz	0.0879	0.0931	99.30	1.375	99.23-99.38	1.375	1.31-1.43	2	1.941	6105/10056	98.40	0	USRS01000001.1 uncultured Clostridium sp. isolate UMGS2014 genome assembly, contig: NODE_178_length_94279_cov_5.020759, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/900/209/925/GCF_900209925.1_genomic.fna.gz	0.0878	0.1402	98.66	1.374	98.57-98.74	1.374	1.30-1.43	2	2.419	7254/14496	97.79	1150	NZ_LT907978.1 Anaerobutyricum hallii isolate EH1 chromosome I
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/900/555/085/GCA_900555085.1_genomic.fna.gz	0.0863	0.0486	97.88	1.349	97.69-98.01	1.349	1.25-1.49	2	2.206	2077/5360	96.99	165	USJU01000001.1 uncultured Clostridium sp. isolate UMGS1788 genome assembly, contig: NODE_342_length_40853_cov_4.544610, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCA/905/215/245/GCA_905215245.1_genomic.fna.gz	0.0862	0.0690	99.17	1.349	99.09-99.28	1.349	1.26-1.42	2	2.423	4408/7619	98.25	0	CAJMPC010000001.1 TPA_asm: uncultured bacterium isolate SRR413594-bin.6 genome assembly, contig: NODE_333_length_41666_cov_2.741679, whole genome shotgun sequence
reads/ERR7745335_subsamp0.10_1.fastq.gz	gtdb_genomes_reps_r207/GCF/013/300/825/GCF_013300825.1_genomic.fna.gz	0.0862	0.1421	97.37	1.348	97.28-97.46	1.348	1.27-1.44	2	3.154	5107/15565	96.47	3448	NZ_JAAIMY010000096.1 Blautia wexlerae strain MSK.20.46 NODE_100_length_527_cov_329.362, whole genome shotgun sequence
