Sample_file	Query_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	Naive_ANI	ANI_5-95_percentile	Eff_cov	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Contig_name
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001553335.1_genomic.fna.gz	0.2689	0.1700	95.09	94.25	94.91-95.30	1.394	1.394	1.21-1.54	2	2.673	1426/8928	NZ_KQ960773.1 Veillonella parvula strain DNF00876 Scaffold0, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000175315.3_genomic.fna.gz	0.2634	0.2545	95.74	94.87	95.59-95.90	1.366	1.366	1.25-1.47	2	1.934	2617/13405	NZ_KI391966.1 Actinomyces viscosus C505 supercont2.1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_900185035.1_genomic.fna.gz	0.2529	0.3018	96.52	95.58	96.42-96.63	1.311	1.311	1.23-1.39	2	1.809	4152/16867	NZ_FXYG01000011.1 Ruegeria arenilitoris strain CECT 8715, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001905365.1_genomic.fna.gz	0.2510	0.6880	95.54	94.60	95.45-95.64	1.301	1.301	1.23-1.37	2	1.830	6852/38324	NZ_LIVO01000001.1 Streptomyces sp. CB02488 scaffold1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000156375.1_genomic.fna.gz	0.2473	0.2186	96.10	95.14	95.96-96.28	1.282	1.282	1.17-1.38	2	1.797	2586/12133	NZ_DS996397.1 Desulfovibrio piger ATCC 29098 Scfld442, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000175275.1_genomic.fna.gz	0.2370	0.1610	97.97	96.92	97.79-98.09	1.229	1.229	1.12-1.34	2	2.046	3531/9313	NZ_ACQV01000031.1 Neisseria flavescens SK114 ctg1118407793856, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_003518755.1_genomic.fna.gz	0.2299	0.1048	96.73	95.64	96.50-96.89	1.192	1.192	1.09-1.31	1	1.723	1565/6230	contig_100481
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_002698505.1_genomic.fna.gz	0.2254	0.1538	96.16	95.05	95.96-96.36	1.169	1.169	1.05-1.26	1	1.688	1893/9121	NZXF01000007.1 Synechococcus sp. NAT40 1011, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002165295.1_genomic.fna.gz	0.2014	0.2222	97.64	96.33	97.51-97.74	1.044	1.044	0.98-1.10	1	1.628	4863/15505	NZ_NHRO01000010.1 Acinetobacter sp. WCHA52 NODE_10_length_106469_cov_140.12, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_900314915.1_genomic.fna.gz	0.1931	0.1427	97.98	96.59	97.84-98.14	1.001	1.001	0.94-1.06	1	1.615	3533/10360	OMXD01000044.1 uncultured Prevotella sp. isolate RUG046 genome assembly, contig: scaffold_37909, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000177015.3_genomic.fna.gz	0.1852	0.1825	97.37	95.91	97.23-97.52	0.960	0.960	0.89-1.02	1	1.616	3715/13563	NZ_KI391947.1 Ruminococcaceae bacterium D16 acsPy-supercont2.1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000025205.1_genomic.fna	0.1758	0.0876	96.17	94.64	95.93-96.44	0.911	0.911	0.80-1.01	1	1.550	1257/6940	NC_013721.1 Gardnerella vaginalis 409-05, complete genome
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001612805.1_genomic.fna.gz	0.1742	0.3554	96.41	94.85	96.29-96.53	0.903	0.903	0.84-0.95	1	1.529	5574/28740	NZ_BDBD01000001.1 Nocardia coubleae NBRC 108252, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_000434515.1_genomic.fna	0.1669	0.1309	97.26	95.61	97.11-97.47	0.865	0.865	0.79-0.92	1	1.499	2704/10890	FR879826.1 Prevotella sp. CAG:604 genomic scaffold, scf4, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_003449675.1_genomic.fna.gz	0.1665	0.0937	97.51	95.85	97.33-97.73	0.863	0.863	0.78-0.93	1	1.492	2092/7781	contig_44
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000157935.1_genomic.fna.gz	0.1558	0.1686	96.44	94.67	96.27-96.63	0.808	0.808	0.74-0.86	1	1.472	2614/14283	NZ_GG703878.1 Prevotella copri DSM 18205 Scfld26, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000935585.1_genomic.fna.gz	0.1557	0.2148	96.29	94.52	96.13-96.44	0.807	0.807	0.75-0.85	1	1.484	3367/19325	NZ_JXYQ01000001.1 Acidovorax temperans strain KY4 Contig_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000799775.1_genomic.fna.gz	0.1546	0.2944	96.47	94.68	96.33-96.60	0.801	0.801	0.75-0.85	1	1.470	4860/26467	NZ_JUHJ01000028.1 Rhizobium sp. YR528 EX09DRAFT_NODE_3_len_1387_cov_82_015144.28_C, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000156695.2_genomic.fna.gz	0.1385	0.3352	97.10	95.08	96.97-97.23	0.718	0.718	0.68-0.75	1	1.468	6745/32278	NZ_ABYX02000001.1 Streptomyces roseosporus NRRL 11379 supercont4.1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002921135.1_genomic.fna.gz	0.1362	0.0985	96.40	94.37	96.19-96.67	0.706	0.706	0.62-0.76	1	1.429	1673/10082	NZ_PQVJ01000001.1 Avibacterium gallinarum strain NCTC 11188 conti001, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_000754155.1_genomic.fna.gz	0.1356	0.1947	97.70	95.62	97.57-97.87	0.703	0.703	0.66-0.74	1	1.410	4989/19980	BBMI01000098.1 Vibrio ponticus DNA, contig: contig00035_98, strain: JCM 19238, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000741455.1_genomic.fna.gz	0.1288	0.0886	96.73	94.56	96.49-96.99	0.668	0.668	0.60-0.73	1	1.391	1697/9603	NZ_JGZT01000001.1 Bifidobacterium thermacidophilum subsp. thermacidophilum strain LMG 21395 Contig1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001860525.1_genomic.fna.gz	0.1278	0.2907	97.06	94.87	96.96-97.18	0.663	0.663	0.63-0.69	1	1.367	6208/31783	NZ_JFOM01000001.1 Paenibacillus sp. LC231 NODE_106_length_695_cov_204.884_ID_211, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001580195.1_genomic.fna.gz	0.1230	0.1180	95.87	93.62	95.69-96.11	0.638	0.638	0.58-0.68	1	1.357	1742/13447	NZ_KQ971061.1 Akkermansia sp. KLE1798 Scaffold14, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_001916855.1_genomic.fna.gz	0.1225	0.0643	96.92	94.65	96.65-97.24	0.635	0.635	0.56-0.71	1	1.342	1350/7433	MNTF01000005.1 Oscillibacter sp. CAG:241_62_21 Ley3_66761_scaffold_1017, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_002350355.1_genomic.fna.gz	0.1224	0.1124	97.97	95.66	97.79-98.18	0.634	0.634	0.57-0.67	1	1.373	3157/12489	DEEQ01000094.1 TPA_asm: Prevotella sp. UBA2874 UBA2874_contig_1007, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_001941205.1_genomic.fna.gz	0.1177	0.0998	97.53	95.15	97.38-97.72	0.610	0.610	0.56-0.65	1	1.338	2557/11930	MSHK01000001.1 Synergistes sp. Zagget9 zag_T1_merged_singles_contig_103, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_002335045.1_genomic.fna.gz	0.1067	0.0395	97.39	94.79	97.10-97.74	0.553	0.553	0.47-0.61	1	1.299	991/5206	DDCF01000030.1 TPA_asm: Candidatus Ruthia sp. UBA2013 UBA2013_contig_10030, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002009585.1_genomic.fna.gz	0.1052	0.1480	97.80	95.16	97.64-97.99	0.545	0.545	0.50-0.57	1	1.310	4181/19444	NZ_MTPV01000067.1 Arthrobacter sp. SRS-W-1-2016 contig1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_003224455.1_genomic.fna.gz	0.1030	0.2258	96.15	93.51	96.01-96.33	0.534	0.534	0.49-0.56	1	1.297	3839/30737	NZ_PRLG01000005.1 Paenibacillus illinoisensis strain E3 NODE_10_length_98758_cov_272.821777, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_900108525.1_genomic.fna.gz	0.1012	0.0870	98.09	95.35	97.94-98.30	0.525	0.525	0.48-0.55	1	1.284	2722/11898	NZ_FNWX01000089.1 Chryseobacterium hominis strain DSM 19326, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001275035.1_genomic.fna.gz	0.0993	0.1315	97.78	95.01	97.61-97.99	0.515	0.515	0.47-0.54	1	1.373	3784/18514	NZ_LAMX01000026.1 Rheinheimera sp. KL1 NODE_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_000500635.1_genomic.fna.gz	0.0975	0.2186	97.07	94.27	96.92-97.21	0.506	0.506	0.47-0.54	1	1.305	5023/31283	KI601353.1 Streptomyces sp. GXT6 genomic scaffold Scaffold1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_002492595.1_genomic.fna.gz	0.0948	0.0754	97.97	95.08	97.78-98.18	0.492	0.492	0.44-0.52	1	1.264	2332/11130	DKZQ01000008.1 TPA_asm: Porphyromonadaceae bacterium UBA7070 UBA7070_contig_10040, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000364865.1_genomic.fna.gz	0.0932	0.0636	97.73	94.81	97.50-98.02	0.483	0.483	0.42-0.52	1	1.259	1849/9643	NZ_KB822674.1 Actinomyces cardiffensis F0333 SCAFFOLD1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001777155.1_genomic.fna.gz	0.0927	0.1344	96.95	94.04	96.77-97.13	0.481	0.481	0.45-0.51	1	1.277	3039/20405	NZ_MIYM01000010.1 Hydrogenophaga sp. PML113 NODE_10_length_168581_cov_331.498_ID_906, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000318175.2_genomic.fna.gz	0.0899	0.0660	97.52	94.52	97.28-97.85	0.466	0.466	0.42-0.49	1	1.232	1793/10284	NZ_KB290925.1 Selenomonas sp. oral taxon 138 str. F0429 Scfld118, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001059565.1_genomic.fna.gz	0.0888	0.0667	97.30	94.28	97.09-97.61	0.460	0.460	0.41-0.49	1	1.279	1664/10337	NZ_JUOH01000031.1 Corynebacterium aurimucosum strain 911_CAUR 106_101800_2523068, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000747345.1_genomic.fna.gz	0.0866	0.0913	96.44	93.39	96.12-96.74	0.449	0.449	0.40-0.50	1	1.225	1661/13826	NZ_CP008855.1 Bacillus sp. X1(2014), complete genome
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_001916835.1_genomic.fna	0.0837	0.0378	98.10	94.91	97.84-98.47	0.434	0.434	0.38-0.47	1	1.247	1260/6362	MNTE01000011.1 Oscillibacter sp. 57_20 Ley3_66761_scaffold_10430, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001887735.1_genomic.fna.gz	0.0835	0.1005	95.77	92.65	95.33-96.11	0.433	0.433	0.38-0.49	1	1.223	1557/16587	NZ_JPKW01000001.1 Paracoccus sp. SM22M-07 scaffold01, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000507865.1_genomic.fna.gz	0.0790	0.0470	96.75	93.47	96.42-97.13	0.409	0.409	0.36-0.46	1	1.206	1000/8124	NZ_KI669458.1 Helicobacter canis NCTC 12740 addUr-supercont-complete, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002835515.1_genomic.fna.gz	0.0756	0.1471	96.90	93.50	96.70-97.18	0.392	0.392	0.36-0.42	1	1.209	3385/27146	NZ_PIZL01000001.1 Vibrio sp. vnigr-6D03 17_S17_L001_R1_001__paired__contig_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_002391865.1_genomic.fna.gz	0.0746	0.0658	95.20	91.83	94.73-95.57	0.387	0.387	0.34-0.45	1	1.242	875/12282	DGFV01000036.1 TPA_asm: Flavobacteriales bacterium UBA3891 UBA3891_contig_104, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000632475.1_genomic.fna.gz	0.0726	0.1655	95.70	92.25	95.43-95.96	0.377	0.377	0.34-0.41	1	1.188	2570/31343	NZ_CP007793.1 Azospirillum brasilense strain Az39, complete genome
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002940745.1_genomic.fna.gz	0.0725	0.0701	97.96	94.43	97.74-98.25	0.376	0.376	0.34-0.40	1	1.187	2289/13531	NZ_POTB01000001.1 Hanstruepera sp. L53 contig1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002910975.1_genomic.fna.gz	0.0687	0.1407	96.97	93.33	96.78-97.24	0.356	0.356	0.32-0.38	1	1.268	3342/28398	NZ_PISL01000001.1 Pseudomonas hunanensis strain P11 scaffold1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000745065.1_genomic.fna.gz	0.0626	0.0428	97.19	93.32	96.80-97.58	0.325	0.325	0.28-0.37	1	1.155	1079/9211	NZ_JQNC01000001.1 Thermus caliditerrae strain YIM 77777 EI72DRAFT_scf7180000000018_quiver_dupTrim_6499.1_C, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_001829715.1_genomic.fna.gz	0.0616	0.0475	95.02	91.22	94.46-95.45	0.320	0.320	0.27-0.38	1	1.123	625/10802	MICC01000001.1 Sulfurimonas sp. RIFOXYB12_FULL_35_9 rifoxyb3_full_scaffold_1038, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002113595.1_genomic.fna.gz	0.0595	0.1139	96.42	92.44	96.07-96.75	0.309	0.309	0.28-0.34	1	1.322	2334/26685	NZ_NEIU01000001.1 Pseudomonas sp. B3(2017) B3_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001580675.1_genomic.fna.gz	0.0541	0.0607	96.81	92.57	96.32-97.20	0.281	0.281	0.24-0.31	1	1.151	1433/15685	NZ_LHZB01000121.1 Gluconobacter oxydans strain LMG 1764 LMG1764_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002022265.1_genomic.fna.gz	0.0534	0.1052	96.47	92.22	96.14-96.81	0.277	0.277	0.24-0.31	1	1.378	2236/27531	NZ_MSDE01000016.1 Pseudomonas fluorescens strain AH4 PF_AH4_contig_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001584605.1_genomic.fna.gz	0.0514	0.0475	98.17	93.77	97.78-98.58	0.266	0.266	0.23-0.30	1	1.326	1749/12862	NZ_LRAD01000001.1 Microbacterium laevaniformans strain LCDC 91-0039 Mlaev_contig000001, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000290855.1_genomic.fna.gz	0.0513	0.0850	97.35	93.66	97.00-97.64	0.266	0.266	0.24-0.29	1	0.906	2959/22524	NZ_JH792232.1 Bacillus cereus VD107 supercont1.1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000502875.1_genomic.fna.gz	0.0495	0.1014	96.29	91.85	95.92-96.64	0.257	0.257	0.23-0.29	1	1.147	2051/28605	NZ_AYWX01000001.1 Mesorhizobium sp. L2C084A000 scaffold0001, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001659845.1_genomic.fna.gz	0.0490	0.1070	95.80	91.36	95.49-96.11	0.254	0.254	0.23-0.28	1	1.127	1822/30002	NZ_LXQN01000001.1 Paenibacillus sp. AD87 gpAD87_contig0001, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000367805.1_genomic.fna.gz	0.0489	0.0130	96.86	92.36	96.03-97.80	0.254	0.254	0.18-0.31	1	1.158	317/3723	NZ_AORH01000001.1 Mycoplasma bovigenitalium 51080 contig00003, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_003208395.1_genomic.fna.gz	0.0487	0.0842	96.57	92.07	96.18-96.95	0.253	0.253	0.22-0.29	1	1.148	1847/23913	NZ_QKMH01000001.1 Geodermatophilus sp. DSM 44511 Ga0056087_scaffold00001.1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_003028475.1_genomic.fna.gz	0.0466	0.0649	96.94	92.41	96.55-97.24	0.241	0.241	0.21-0.28	1	1.166	1676/19360	NZ_PYTV01000010.1 Stenotrophomonas sp. Nf1 NODE_10_length_197636_cov_7.7997, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001906585.1_genomic.fna.gz	0.0461	0.1171	95.11	90.54	94.71-95.48	0.239	0.239	0.21-0.27	1	1.136	1572/34191	NZ_JUJA01000100.1 Streptomyces kebangsaanensis strain SUK12 scaffold_100_62638nt, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001476695.1_genomic.fna.gz	0.0456	0.0500	97.90	93.18	97.49-98.25	0.237	0.237	0.21-0.26	1	1.180	1716/15348	NZ_LDRW01000001.1 Novosphingobium barchaimii strain NS277 contig_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_900215615.1_genomic.fna.gz	0.0454	0.1181	96.63	91.94	96.28-96.96	0.236	0.236	0.21-0.26	1	1.139	2711/36651	NZ_OCNA01000002.1 Streptomyces sp. Ag82_G6-1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002799215.1_genomic.fna.gz	0.0432	0.0587	95.99	91.28	95.49-96.42	0.224	0.224	0.19-0.26	1	1.142	1128/19086	NZ_NERF01000008.1 Stenotrophomonas maltophilia strain E999 E999_contig001, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000183525.2_genomic.fna.gz	0.0422	0.0441	97.79	92.85	97.32-98.24	0.219	0.219	0.19-0.25	1	1.114	1401/13953	NZ_CM001487.1 [Eubacterium] cellulosolvens 6 chromosome, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000202835.1_genomic.fna.gz	0.0418	0.0542	96.17	91.29	95.53-96.67	0.217	0.217	0.18-0.26	1	1.117	1004/16916	NC_015186.1 Acidiphilium multivorum AIU301 DNA, complete genome
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000477555.1_genomic.fna.gz	0.0403	0.0345	97.44	92.40	96.93-97.97	0.209	0.209	0.18-0.24	1	1.103	1034/11998	NZ_ATIA01000207.1 Leifsonia rubra CMS 76R Leifsonia_rubra_contig_181, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000429385.1_genomic.fna.gz	0.0389	0.0509	96.65	91.56	96.13-97.10	0.202	0.202	0.17-0.24	1	1.105	1208/18603	NZ_KE386895.1 Alcaligenes faecalis subsp. phenolicus DSM 16503 G456DRAFT_scaffold00001.1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000239355.1_genomic.fna.gz	0.0385	0.0303	96.76	91.64	96.05-97.29	0.199	0.199	0.17-0.25	1	1.100	733/10992	NZ_JH417875.1 Cardiobacterium valvarum F0432 Scfld0, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_002696455.1_genomic.fna.gz	0.0371	0.0137	96.38	91.19	95.36-97.42	0.192	0.192	0.13-0.27	1	1.084	286/4996	NZTK01000065.1 Halieaceae bacterium isolate EAC114 109712, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_900320445.1_genomic.fna.gz	0.0369	0.0303	97.44	92.16	96.82-97.92	0.191	0.191	0.16-0.23	1	1.098	922/11575	ONSG01000053.1 uncultured Prevotellaceae bacterium isolate RUG599 genome assembly, contig: scaffold_65282, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000178495.2_genomic.fna.gz	0.0367	0.0262	97.44	92.15	96.79-98.18	0.190	0.190	0.15-0.23	1	1.124	764/9630	NZ_CP029003.1 Actinobacillus pleuropneumoniae serovar 1 str. 4074 chromosome, complete genome
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_002255865.1_genomic.fna.gz	0.0359	0.0760	96.76	91.44	96.37-97.10	0.186	0.186	0.16-0.21	1	1.154	1842/29474	NKIG01000004.1 Pseudomonas sp. PGPPP1 NODE_101, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002150205.1_genomic.fna.gz	0.0359	0.0398	97.46	92.12	96.97-97.89	0.186	0.186	0.16-0.21	1	1.081	1203/15327	NZ_MTCA01000392.1 Flavobacterium sp. FPG59 Contig_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_000431575.1_genomic.fna.gz	0.0347	0.0200	97.85	92.39	97.10-98.50	0.180	0.180	0.14-0.23	1	1.103	686/7980	HF986916.1 Firmicutes bacterium CAG:83 genomic scaffold, scf4, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002135195.1_genomic.fna.gz	0.0344	0.0358	97.68	92.20	97.13-98.12	0.178	0.178	0.15-0.21	1	1.095	1181/14645	NZ_NEGF01000001.1 Acinetobacter sp. ANC 4655 Contig1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001939535.1_genomic.fna.gz	0.0335	0.0426	96.84	91.33	96.18-97.44	0.173	0.173	0.14-0.21	1	1.084	1069/17753	NZ_MIZD01000001.1 Bacillus licheniformis strain 127185/2 scaffold_0, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002094795.1_genomic.fna.gz	0.0299	0.0523	95.61	89.87	94.95-96.18	0.155	0.155	0.12-0.19	1	1.121	893/24465	NZ_NBWC01000001.1 Pseudomonas putida strain DZ-C18 BN4_788_1__paired__contig_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_002323495.1_genomic.fna.gz	0.0293	0.0301	97.54	91.64	96.91-98.15	0.152	0.152	0.12-0.19	1	1.067	966/14473	DCQO01000022.1 TPA_asm: Olleya sp. UBA1516 UBA1516_contig_100, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000735715.2_genomic.fna.gz	0.0265	0.0457	96.39	90.29	95.79-97.00	0.138	0.138	0.11-0.16	1	1.063	1011/24013	NZ_JASY01000001.1 Flavobacterium chungangense LMG 26729 contig_01, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002119525.1_genomic.fna.gz	0.0254	0.0383	96.46	90.24	95.76-97.23	0.132	0.132	0.10-0.16	1	1.059	826/19934	NZ_CP017916.1 Vibrio alginolyticus strain K08M4 chromosome 1, complete sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_003175155.1_genomic.fna.gz	0.0250	0.0376	97.44	91.11	96.78-98.18	0.130	0.130	0.10-0.16	1	1.060	1036/18588	NZ_CM009896.1 Butyrivibrio fibrisolvens strain INBov1 chromosome, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_003144325.1_genomic.fna.gz	0.0237	0.0299	96.19	89.79	95.43-97.05	0.123	0.123	0.09-0.15	1	1.059	625/17640	NZ_PENS01000011.1 Proteus terrae strain LMG 28659 Scaffold10_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001999225.1_genomic.fna.gz	0.0233	0.0330	96.49	90.02	95.70-97.39	0.121	0.121	0.09-0.15	1	1.321	713/18545	NZ_CP019628.1 Pseudoalteromonas aliena strain EH1, complete genome
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_900110985.1_genomic.fna.gz	0.0205	0.0599	97.12	90.27	96.55-97.72	0.106	0.106	0.09-0.13	1	1.062	1712/40951	NZ_FOFT01000031.1 Lentzea flaviverrucosa strain CGMCC 4.578, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/GB_GCA_002399805.1_genomic.fna.gz	0.0204	0.0334	97.63	90.72	96.99-98.42	0.106	0.106	0.08-0.13	1	1.047	1099/22527	DHEI01000074.1 TPA_asm: Flavobacterium sp. UBA4854 UBA4854_contig_10, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002890875.1_genomic.fna.gz	0.0201	0.0297	97.75	90.79	97.01-98.46	0.104	0.104	0.08-0.13	1	1.195	1036/20736	NZ_POUU01000010.1 Pseudomonas stutzeri strain 28a39 NODE_10_length_7571_cov_34.628, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001427365.1_genomic.fna.gz	0.0199	0.0248	96.90	89.97	96.06-97.76	0.103	0.103	0.08-0.14	1	1.053	657/17382	NZ_LMGH01000001.1 Rhodanobacter sp. Root561 contig_1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_001642705.1_genomic.fna.gz	0.0196	0.0335	95.14	88.31	94.15-96.06	0.101	0.101	0.07-0.14	1	1.079	509/24006	NZ_LWBV01000001.1 Pseudomonas sp. p21 p21scaffold1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000364245.1_genomic.fna.gz	0.0195	0.0390	97.67	90.63	97.03-98.40	0.101	0.101	0.08-0.12	1	1.062	1232/26000	NZ_KB822441.1 Clostridium sp. ASF502 acMal-supercont1.1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_002273005.1_genomic.fna.gz	0.0193	0.0160	97.29	90.25	96.25-98.29	0.100	0.100	0.07-0.13	1	1.160	480/11545	NZ_NQMQ01000001.1 Corynebacterium hadale strain NBT06-6 contig1, whole genome shotgun sequence
species96/species96_9_R1.fq.gz	release89/bacteria/RS_GCF_000758565.1_genomic.fna.gz	0.0191	0.0497	97.47	90.39	96.78-98.13	0.099	0.099	0.08-0.12	1	1.052	1571/36012	NZ_CP009280.1 Paenibacillus sp. FSL P4-0081, complete genome
